UNIQUE_ID,DieX,DieY,STEPSEQ,LOT_ID,Wafer,P_EQPID,Photo_PPID,P_TIME,M_TIME,ChuckID,ReticleID,Base_EQP1,GROUP,MMO_MRC_EQP,X_reg_mean,X_reg_std,Y_reg_mean,Y_reg_std,pred_x_mean,pred_x_std,pred_y_mean,pred_y_std,residual_x_mean,residual_x_std,residual_y_mean,residual_y_std,psm_fit_x_mean,psm_fit_x_std,psm_fit_y_mean,psm_fit_y_std,residual_x_depsm_mean,residual_x_depsm_std,residual_y_depsm_mean,residual_y_depsm_std,cpe19p_pred_x_mean,cpe19p_pred_x_std,cpe19p_pred_y_mean,cpe19p_pred_y_std,cpe19p_resi_x_mean,cpe19p_resi_x_std,cpe19p_resi_y_mean,cpe19p_resi_y_std,ideal_psm_x_mean,ideal_psm_x_std,ideal_psm_y_mean,ideal_psm_y_std,delta_psm_x_mean,delta_psm_x_std,delta_psm_y_mean,delta_psm_y_std,X_reg_abs_m3s,Y_reg_abs_m3s,pred_x_abs_m3s,pred_y_abs_m3s,residual_x_abs_m3s,residual_y_abs_m3s,psm_fit_x_abs_m3s,psm_fit_y_abs_m3s,residual_x_depsm_abs_m3s,residual_y_depsm_abs_m3s,cpe19p_pred_x_abs_m3s,cpe19p_pred_y_abs_m3s,cpe19p_resi_x_abs_m3s,cpe19p_resi_y_abs_m3s,ideal_psm_x_abs_m3s,ideal_psm_y_abs_m3s,delta_psm_x_abs_m3s,delta_psm_y_abs_m3s
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,-2,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0025685,0.0005553025701763359,-0.0003644,0.00043382848633481366,0.0024986021595584202,0.0002676164243453371,-0.00018801839394378718,0.0001488894851646454,6.989784044152703e-05,0.0005300440241081214,-0.00017638160605617265,0.0005121467629035844,0.0,0.0,-0.00028557422978689,0.0001312204535872143,6.989784044152703e-05,0.0005300440241081214,0.00010919262373076561,0.0004255750962167651,6.989784048075109e-05,0.000530044024110125,0.00010919262373090297,0.0004238166146473807,-3.921888719815234e-14,1.0812952460715434e-14,-1.3525506805051393e-16,3.864763471115736e-05,-6.989784048075109e-05,0.000530044024110125,-0.00010919262373090297,0.0004238166146473807,-6.989784048075109e-05,0.000530044024110125,0.00017638160605601473,0.0005106864665172287,0.004234407710529008,0.001665885459004441,0.0033014514325944316,0.0006346868494377234,0.0016600299127658914,0.001712821894766926,0.0,0.0006792355905485329,0.0016600299127658914,0.0013859179123810609,0.0016600299128111263,0.001380642467673045,7.165774458029864e-14,0.00011594290413360735,0.0016600299128111263,0.001380642467673045,0.0016600299128111263,0.001708441005607701
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,-1,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0024994666666666664,0.0007955625921919897,-3.313333333333335e-05,0.000471957907727656,0.0024250858811960935,0.0002841326208548842,-0.00037275074987308564,0.0003296831460081562,7.438078547053157e-05,0.000607742422776022,0.0003396174165397587,0.00038624994423724115,0.0,0.0,3.686728383024515e-05,0.00023895371091898191,7.438078547053157e-05,0.000607742422776022,0.00030275013270952,0.00048051958941953884,7.438078547052394e-05,0.0005164273565666888,0.0003027501327094965,0.0003159321385461878,-2.9634859381270453e-18,0.0003203960640070062,-8.066464163292154e-18,0.0003620579506785438,-7.438078547052394e-05,0.0005164273565666888,-0.0003027501327094965,0.0003159321385461878,-7.438078547052394e-05,0.0005164273565666888,-0.0003396174165397522,0.0002211577924494108,0.0048861544432426355,0.0014490070565163016,0.003277483743760746,0.001361800187897554,0.0018976080537985974,0.0014983672492514823,0.0,0.0007537284165871908,0.0018976080537985974,0.0017443089009681364,0.0016236628551705903,0.0012505465483480598,0.0009611881920210216,0.0010861738520356395,0.0016236628551705903,0.0012505465483480598,0.0016236628551705903,0.0010030907938879845
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,0,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0022716875,0.0005065881586653994,-0.0012773125,0.0005613118822603586,0.002243790975679169,0.00026015556261217736,-0.0007363396496562001,0.00029863497871055524,2.7896524320780917e-05,0.0003806644123652311,-0.0005409728503437083,0.0006165660469101647,0.0,0.0,-0.00022257107348100052,0.0001955906394825328,2.7896524320780917e-05,0.0003806644123652311,-0.0003184017768626878,0.0005284277971653819,2.7896524320786887e-05,0.0002946533161373644,-0.00031840177686266437,0.00036518331857989845,-2.1990245860142518e-17,0.0002410079213026028,-9.9272261418204e-19,0.000381938582298262,-2.7896524320786887e-05,0.0002946533161373644,0.00031840177686266437,0.00036518331857989845,-2.7896524320786887e-05,0.0002946533161373644,0.0005409728503437063,0.0005029363623429121,0.003791451975996198,0.0029612481467810757,0.003024257663515701,0.0016322445857878658,0.0011698897614164743,0.0023906709910742024,0.0,0.0008093429919285989,0.0011698897614164743,0.0019036851683588334,0.0009118564727328801,0.0014139517326023597,0.0007230237639078304,0.001145815746894787,0.0009118564727328801,0.0014139517326023597,0.0009118564727328801,0.0020497819373724428
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,1,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0022111333333333333,0.0005719495315730809,-0.0012595333333333333,0.0004526335425148293,0.00228480281746006,0.00021726290171413288,-0.0013323332591556002,0.0002848599109042278,-7.366948412677644e-05,0.000490416843359648,7.279992582232297e-05,0.0005455165295655058,0.0,0.0,-8.68190894370027e-06,0.00022220032033169133,-7.366948412677644e-05,0.000490416843359648,8.148183476599815e-05,0.0004620951606318588,-7.366948412674132e-05,0.00037606868567516754,8.148183476602501e-05,0.00034994892945237286,-1.1203422449016879e-17,0.00031477138355532816,-3.6573753285177684e-18,0.000301774227286757,7.366948412674132e-05,0.00037606868567516754,-8.148183476602501e-05,0.00034994892945237286,7.366948412674132e-05,0.00037606868567516754,-7.279992582233358e-05,0.00043709964524196417,0.003926981928052576,0.0026174339608778215,0.0029365915226024584,0.0021869129918682837,0.0015449200142057203,0.0017093495145188405,0.0,0.0006752828699387742,0.0015449200142057203,0.0014677673166615746,0.001201875541152244,0.0011313286231231436,0.0009443141506659957,0.0009053226818602747,0.001201875541152244,0.0011313286231231436,0.001201875541152244,0.001384098861548226
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-6,2,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.002491142857142857,0.000514964538769881,-0.0018914285714285715,0.0004976628233194497,0.002287470303514943,0.0003211465732883656,-0.002194792908643343,0.00014147836789658608,0.00020367255362785188,0.0005427241407179997,0.0003033643372147857,0.0003879149704047382,0.0,0.0,0.00043729295269705714,0.00023044895143579225,0.00020367255362785188,0.0005427241407179997,-0.00013392861548229657,0.0002732953036635886,0.00020367255362785155,0.0005427241407179999,-0.00013392861548229654,0.0002732953036635885,-2.0425594499503697e-18,8.86028776433846e-18,-9.181837148236618e-19,1.7975340378935093e-18,-0.00020367255362785155,0.0005427241407179999,0.00013392861548229654,0.0002732953036635885,-0.00020367255362785155,0.0005427241407179999,-0.0003033643372147857,0.0003879149704047382,0.0040360364734525,0.0033844170413869206,0.0032509100233800397,0.002619228012333101,0.001831844975781851,0.0014671092484290003,0.0,0.001128639807004434,0.001831844975781851,0.0009538145264730623,0.0018318449757818514,0.0009538145264730621,2.8623422742965754e-17,6.310785828504189e-18,0.0018318449757818514,0.0009538145264730621,0.0018318449757818514,0.0014671092484290003
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-3,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0016602857142857144,0.0005259061114830651,0.00034899999999999997,0.0003832136044905852,0.0018865862147286001,0.00021087959844104338,0.0005631462661292713,0.00024594541946429345,-0.0002263005004429143,0.000501663325258427,-0.0002141462661293,0.0003527390670726519,0.0,0.0,-0.00011624563774285966,0.00032774328865247076,-0.0002263005004429143,0.000501663325258427,-9.790062838642312e-05,0.00037576941895558623,-0.0002263005004429143,0.000501663325258427,-9.790062838642346e-05,0.0003757694189555861,2.8092452719222623e-18,3.339451174665389e-18,2.016422433292237e-18,9.219027706600754e-19,0.0002263005004429143,0.000501663325258427,9.790062838642346e-05,0.0003757694189555861,0.0002263005004429143,0.000501663325258427,0.00021414626612931427,0.0003527390670726497,0.00323800404873491,0.0014986408134717555,0.0025192250100517302,0.0013009825245221518,0.0017312904762181954,0.0012723634673472556,0.0,0.001099475503700272,0.0017312904762181954,0.001225208885253182,0.0017312904762181954,0.0012252088852531817,1.282759879591843e-17,4.782130745272463e-18,0.0017312904762181954,0.0012252088852531817,0.0017312904762181954,0.0012723634673472634
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-2,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0015912222222222222,0.00045215400233777133,0.0004787222222222222,0.0006921822954001059,0.0016726584405485666,0.0003532011711045814,0.00038440610247620824,0.0004720525408519565,-8.143621832638414e-05,0.0004475807405089764,9.431611974600552e-05,0.00037640098012659505,0.0,0.0,0.00020061687485326896,0.0002217513395389977,-8.143621832638414e-05,0.0004475807405089764,-0.00010630075510728385,0.0003354535952940891,-8.14362183263984e-05,0.0003207423990698968,-0.00010630075510728952,0.0001573316484986379,1.3874776135113109e-17,0.0003121743626780243,-2.511735032924752e-18,0.00029626992249710664,8.14362183263984e-05,0.0003207423990698968,0.00010630075510728952,0.0001573316484986379,8.14362183263984e-05,0.0003207423990698968,-9.431611974598129e-05,0.00027573513913180735,0.0029476842292355363,0.00255526910842254,0.002732261953862311,0.0018005637250320778,0.0014241784398533134,0.0012235190601257906,0.0,0.0008658708934702621,0.0014241784398533134,0.0011126615409895511,0.0010436634155360888,0.0005782957006032032,0.0009365230880340868,0.0008888097674913224,0.0010436634155360888,0.0005782957006032032,0.0010436634155360888,0.0009215215371414033
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,-1,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0015716363636363638,0.0005313656749541511,-0.0001916363636363636,0.0006625139384305198,0.0014250243745580545,0.00031281707638975564,-0.00021568349336339922,0.0004409348153570991,0.00014661198907823516,0.00042593436693048203,2.4047129727049017e-05,0.0003972772832496508,0.0,0.0,-0.00016017213365264544,0.00024926968650887616,0.00014661198907823516,0.00042593436693048203,0.00018421926337970293,0.0003441559313871131,0.0001466119890782125,0.00023782599001557882,0.0001842192633796907,0.00019368580708652494,-2.1086500206919783e-18,0.00035335376523475045,1.1217796341455133e-18,0.00028448042681731385,-0.0001466119890782125,0.00023782599001557882,-0.0001842192633796907,0.00019368580708652494,-0.0001466119890782125,0.00023782599001557882,-2.4047129727053236e-05,0.0003019926343844839,0.003165733388498817,0.0021791781789279228,0.0023634756037273215,0.0015384879394346965,0.0014244150898696812,0.0012158789794760015,0.0,0.000907981193179274,0.0014244150898696812,0.0012166870575410424,0.0008600899591249489,0.0007652766846392655,0.0010600612957042536,0.0008534412804519426,0.0008600899591249489,0.0007652766846392655,0.0008600899591249489,0.000930025032880505
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,0,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0013087272727272726,0.0006816094526101042,-0.0004538636363636363,0.000605015725529947,0.00127814296397285,0.0003267242665295807,-0.0005319262526413749,0.0004855105147669457,3.058430875438253e-05,0.0005721367389110531,7.806261627776348e-05,0.0003917086578294003,0.0,0.0,0.0001505706889098313,0.00016227836770213281,3.058430875438253e-05,0.0005721367389110531,-7.250807263208023e-05,0.0003751701507364799,3.05843087543722e-05,0.00017871942939875465,-7.250807263208622e-05,0.0001898019732781907,9.240359424592368e-18,0.0005435069581589053,-4.334652606076279e-18,0.0003236168304389124,-3.05843087543722e-05,0.00017871942939875465,7.250807263208622e-05,0.0001898019732781907,-3.05843087543722e-05,0.00017871942939875465,-7.806261627776919e-05,0.00022400192048653025,0.003353555630557585,0.0022689108129534774,0.002258315763561592,0.0019884577969422118,0.001746994525487542,0.0012531885897659645,0.0,0.0006374057920162297,0.001746994525487542,0.00119801852484152,0.0005667425969506361,0.0006419139924666583,0.0016305208744767253,0.0009708504913167415,0.0005667425969506361,0.0006419139924666583,0.0005667425969506361,0.00075006837773736
VH075030_PTVB827_3GJPBVH.VH075P_-_2024-05-30 15:39:37_2024-05-30 17:17:40_B3N049.1_11_E1,-5,1,VH075030,B3N049.1,11,PTVB827,3GJPBVH.VH075P,2024-05-30 15:39:37,2024-05-30 17:17:40,EX1,BVHBGLA0K3,PTVB827-BVHBACA0K1,E1,-,0.0011506818181818183,0.0007228534980573033,-0.0009589090909090909,0.0005922370752044769,0.0013200152831275454,0.00030469611519407284,-0.0009752095127643439,0.0004355021326741222,-0.00016933346494577247,0.000637885739591331,1.6300421855304337e-05,0.0004265236028769081,0.0,0.0,-0.00027645976171330723,0.00021732579943738555,-0.00016933346494577247,0.000637885739591331,0.0002927601835686034,0.0004346896032397564,-0.0001693334649457422,0.0003887750244363032,0.0002927601835685801,0.0002084154991276273,3.134329916821731e-18,0.0005057194846439223,3.4620546644139405e-18,0.0003814682567240852,0.0001693334649457422,0.0003887750244363032,-0.0002927601835685801,0.0002084154991276273,0.0001693334649457422,0.0003887750244363032,-1.6300421855283222e-05,0.00018036656822601705,0.003319242312353728,0.0027356203165225215,0.002234103628709764,0.0022817159107867105,0.0020829906837197655,0.0012958712304860286,0.0,0.0009284371600254639,0.0020829906837197655,0.0015968289932878727,0.0013356585382546518,0.000918006680951462,0.00151715845393177,0.001144404770172259,0.0013356585382546518,0.000918006680951462,0.0013356585382546518,0.0005574001265333344
